id,qual,q1,q2i,q3i
5efa25bff37a934011c6d54e,1,1,1,1
5efa25bff37a934011c6d551,1,1,1,1
5efa25bff37a934011c6d552,5,3,0,0
5efa25bff37a934011c6d553,3,3,1,1
5efa25bff37a934011c6d559,3,3,1,1
5efa25bff37a934011c6d55a,1,1,1,1
5efa25bff37a934011c6d55b,4,3,0,1
5efa25bff37a934011c6d55c,5,3,0,0
5efa25bff37a934011c6d55d,3,3,1,1
5efa25bff37a934011c6d55e,1,1,1,1
5efa25bff37a934011c6d55f,3,2,0,1
5efa25bff37a934011c6d560,5,3,0,0
5efa25bff37a934011c6d561,1,1,1,1
5efa25bff37a934011c6d562,3,3,1,1
5efa25bff37a934011c6d563,5,3,0,0
5efa25bff37a934011c6d564,3,3,1,1
5efa25bff37a934011c6d565,3,3,1,1
5efa25bff37a934011c6d566,4,3,0,1
5efa25bff37a934011c6d567,3,3,1,1
5efa25bff37a934011c6d568,3,3,1,1
5efa25bff37a934011c6d569,5,3,0,0
5efa25bff37a934011c6d56a,3,3,1,1
5efa25bff37a934011c6d56b,3,3,1,1
5efa25bff37a934011c6d56c,2,2,1,1
5efa25bff37a934011c6d56f,3,3,1,1
5efa25bff37a934011c6d570,5,3,0,0
5efa25bff37a934011c6d571,3,3,1,1
5efa25bff37a934011c6d572,3,3,1,1
5efa25bff37a934011c6d573,1,1,1,1
5efa25bff37a934011c6d574,3,3,1,1
5efa25bff37a934011c6d575,4,2,0,0
5efa25bff37a934011c6d576,1,1,1,1
5efa25bff37a934011c6d577,3,3,1,1
5efa25bff37a934011c6d578,5,3,0,0
5efa25bff37a934011c6d579,3,3,1,1
5efa25bff37a934011c6d57a,3,3,1,1
5efa25bff37a934011c6d57b,5,3,0,0
5efa25bff37a934011c6d57c,5,3,0,0
5efa25bff37a934011c6d57d,3,3,1,1
5efa25bff37a934011c6d57e,3,3,1,1
5efa25bff37a934011c6d57f,1,1,1,1
5efa25bff37a934011c6d580,3,3,1,1
5efa25bff37a934011c6d581,1,1,1,1
5efa25bff37a934011c6d582,3,3,1,1
5efa25bff37a934011c6d583,5,3,0,0
5efa25bff37a934011c6d584,2,2,1,1
5efa25bff37a934011c6d586,3,3,1,1
5efa25bff37a934011c6d587,3,3,1,1
5efa25bff37a934011c6d588,4,3,0,1
5efa25bff37a934011c6d589,1,1,1,1
5efa25bff37a934011c6d58a,3,3,1,1
5efa25bff37a934011c6d58b,3,3,1,1
5efa25bff37a934011c6d58c,1,1,1,1
5efa25bff37a934011c6d58d,3,3,1,1
5efa25bff37a934011c6d58e,3,3,1,1
5efa25bff37a934011c6d590,5,3,0,0
5efa25bff37a934011c6d591,4,3,0,1
5efa25bff37a934011c6d592,3,3,1,1
5efa25bff37a934011c6d593,3,3,1,1
5efa25bff37a934011c6d594,4,3,0,1
5efa25bff37a934011c6d595,3,3,1,1
5efa25bff37a934011c6d596,3,3,1,1
5efa25bff37a934011c6d597,4,3,0,1
5efa25bff37a934011c6d598,2,2,1,1
5efa25bff37a934011c6d599,2,2,1,1
5efa25bff37a934011c6d59a,3,3,1,1
5efa25bff37a934011c6d59b,3,3,1,1
5efa25bff37a934011c6d59c,3,3,1,1
5efa25bff37a934011c6d59d,5,3,0,0
5efa25bff37a934011c6d59e,2,2,1,1
5efa25bff37a934011c6d59f,3,3,1,1
5efa25bff37a934011c6d5a0,3,3,1,1
5efa25bff37a934011c6d5a1,3,3,1,1
5efa25bff37a934011c6d5a2,5,3,0,0
5efa25bff37a934011c6d5a3,5,3,0,0
5efa25bff37a934011c6d5ac,3,3,1,1
5efa25bff37a934011c6d5ad,3,3,1,1
5efa25bff37a934011c6d5ae,3,3,1,1
5efa25bff37a934011c6d5af,3,3,1,1
5efa25bff37a934011c6d5b0,5,3,0,0
5efa25bff37a934011c6d5b1,3,3,1,1
5efa25bff37a934011c6d5b2,1,1,1,1
5efa25bff37a934011c6d5b3,5,3,0,0
5efa25bff37a934011c6d5b4,1,1,1,1
5efa25bff37a934011c6d5b5,5,3,0,0
5efa25bff37a934011c6d5b6,1,1,1,1
5efa25bff37a934011c6d5b7,3,3,1,1
5efa25bff37a934011c6d5b8,3,3,1,1
5efa25bff37a934011c6d5b9,2,2,1,1
5efa25bff37a934011c6d5ba,1,1,1,1
5efa25bff37a934011c6d5bb,3,3,1,1
5efa25bff37a934011c6d5bc,3,3,1,1
5efa25bff37a934011c6d5bd,5,3,0,0
5efa25bff37a934011c6d5be,3,3,1,1
5efa25bff37a934011c6d5bf,5,3,0,0
5efa25bff37a934011c6d5c0,3,3,1,1
5efa25bff37a934011c6d5c1,3,3,1,1
5efa25bff37a934011c6d5d8,3,1,0,0
5efa25bff37a934011c6d5d9,3,3,1,1
5efa25bff37a934011c6d5da,5,3,0,0
5efa25bff37a934011c6d5db,3,3,1,1
5efa25bff37a934011c6d5dc,3,3,1,1
5efa25bff37a934011c6d5dd,5,3,0,0
5efa25bff37a934011c6d5de,3,3,1,1
5efa25bff37a934011c6d5df,1,1,1,1
5efa25bff37a934011c6d5e0,4,3,0,1
5efa25bff37a934011c6d5e1,3,3,1,1
5efa25bff37a934011c6d5e2,5,3,0,0
5efa25bff37a934011c6d5e3,3,3,1,1
5efa25bff37a934011c6d5e4,3,3,1,1
5efa25bff37a934011c6d5e5,1,1,1,1
5efa25bff37a934011c6d5e6,3,3,1,1
5efa25bff37a934011c6d5e7,2,1,0,1
5efa25bff37a934011c6d5e8,3,3,1,1
5efa25bff37a934011c6d5e9,3,3,1,1
5efa25bff37a934011c6d5ea,5,3,0,0
5efa25bff37a934011c6d5eb,3,3,1,1
5efa25bff37a934011c6d5ec,1,1,1,1
5efa25bff37a934011c6d5ed,3,3,1,1
5efa25bff37a934011c6d5ee,3,3,1,1
5efa25bff37a934011c6d5ef,3,3,1,1
5efa25bff37a934011c6d5f0,1,1,1,1
5efa25bff37a934011c6d5f1,3,3,1,1
5efa25bff37a934011c6d5f2,3,3,1,1
5efa25bff37a934011c6d5f3,3,3,1,1
5efa25bff37a934011c6d5f4,3,3,1,1
5efa25bff37a934011c6d5f5,3,3,1,1
5efa25bff37a934011c6d5f6,3,3,1,1
5efa25bff37a934011c6d5f7,3,3,1,1
5efa25bff37a934011c6d5f8,3,3,1,1
5efa25bff37a934011c6d5f9,3,3,1,1
5efa25bff37a934011c6d5fa,5,3,0,0
5efa25bff37a934011c6d5fb,5,3,0,0
5efa25bff37a934011c6d5fc,3,3,1,1
5efa25bff37a934011c6d5fd,5,3,0,0
5efa25bff37a934011c6d5fe,1,1,1,1
5efa25bff37a934011c6d5ff,3,3,1,1
5efa25bff37a934011c6d600,3,3,1,1
5efa25bff37a934011c6d601,3,3,1,1
5efa25bff37a934011c6d602,3,3,1,1
5efa25bff37a934011c6d603,4,3,0,1
5efa25bff37a934011c6d604,5,3,0,0
5efa25bff37a934011c6d605,3,3,1,1
5efa25bff37a934011c6d606,1,1,1,1
5efa25bff37a934011c6d607,3,3,1,1
5efa25bff37a934011c6d608,3,3,1,1
5efa25bff37a934011c6d609,3,3,1,1
5efa25bff37a934011c6d60a,3,3,1,1
5efa25bff37a934011c6d60b,3,3,1,1
5efa25bff37a934011c6d60c,2,2,1,1
5efa25bff37a934011c6d60d,1,1,1,1
5efa25bff37a934011c6d60e,1,1,1,1
5efa25bff37a934011c6d60f,3,3,1,1
5efa25bff37a934011c6d610,5,3,0,0
5efa25bff37a934011c6d611,5,3,0,0
5efa25bff37a934011c6d612,1,1,1,1
5efa25bff37a934011c6d613,3,3,1,1
5efa25bff37a934011c6d614,4,3,0,1
5efa25bff37a934011c6d615,5,3,0,0
5efa25bff37a934011c6d616,3,3,1,1
5efa25bff37a934011c6d617,5,3,0,0
5efa25bff37a934011c6d618,5,3,0,0
5efa25bff37a934011c6d61a,3,3,1,1
5efa25bff37a934011c6d61b,3,3,1,1
5efa25bff37a934011c6d61c,5,3,0,0
5efa25bff37a934011c6d61d,1,1,1,1
5efa25bff37a934011c6d61e,3,3,1,1
5efa25bff37a934011c6d61f,3,3,1,1
5efa25bff37a934011c6d622,3,3,1,1
5efa25bff37a934011c6d623,3,3,1,1
5efa25bff37a934011c6d624,1,1,1,1
5efa25bff37a934011c6d625,3,3,1,1
5efa25bff37a934011c6d626,1,1,1,1
5efa25bff37a934011c6d627,3,3,1,1
5efa25bff37a934011c6d628,5,3,0,0
5efa25bff37a934011c6d629,2,2,1,1
5efa25bff37a934011c6d62a,3,3,1,1
5efa25bff37a934011c6d62b,3,3,1,1
5efa25bff37a934011c6d62c,2,2,1,1
5efa25bff37a934011c6d62d,3,3,1,1
5efa25bff37a934011c6d62e,5,3,0,0
5efa25bff37a934011c6d632,1,1,1,1
5efa25bff37a934011c6d633,3,3,1,1
5efa25bff37a934011c6d634,3,3,1,1
5efa25bff37a934011c6d635,5,3,0,0
5efa25bff37a934011c6d636,3,3,1,1
5efa25bff37a934011c6d637,5,3,0,0
5efa25bff37a934011c6d638,3,3,1,1
5efa25bff37a934011c6d639,3,3,1,1
5efa25bff37a934011c6d63a,3,3,1,1
5efa25bff37a934011c6d63b,3,3,1,1
5efa25bff37a934011c6d63c,1,1,1,1
5efa25bff37a934011c6d63d,2,2,1,1
5efa25bff37a934011c6d63e,2,2,1,1
5efa25bff37a934011c6d641,3,3,1,1
5efa25bff37a934011c6d642,0,0,1,1
5efa25bff37a934011c6d643,1,1,1,1
5efa25bff37a934011c6d644,1,1,1,1
5efa25bff37a934011c6d645,1,1,1,1
5efa25bff37a934011c6d646,3,3,1,1
5efa25bff37a934011c6d647,1,1,1,1
5efa25bff37a934011c6d648,3,3,1,1
5efa25bff37a934011c6d649,5,3,0,0
5efa25bff37a934011c6d64a,5,3,0,0
5efa25bff37a934011c6d64b,3,3,1,1
5efa25bff37a934011c6d64c,1,1,1,1
5efa25bff37a934011c6d64d,2,1,0,1
5efa25bff37a934011c6d64e,4,3,0,1
5efa25bff37a934011c6d64f,5,3,0,0
5efa25bff37a934011c6d650,3,3,1,1
5efa25bff37a934011c6d651,3,3,1,1
5efa25bff37a934011c6d652,5,3,0,0
5efa25bff37a934011c6d653,3,3,1,1
5efa25bff37a934011c6d654,3,3,1,1
5efa25bff37a934011c6d655,3,3,1,1
5efa25bff37a934011c6d656,3,3,1,1
5efa25bff37a934011c6d657,5,3,0,0
5efa25bff37a934011c6d658,5,3,0,0
5efa25bff37a934011c6d659,3,3,1,1
5efa25bff37a934011c6d65a,4,3,0,1
5efa25bff37a934011c6d65b,3,3,1,1
5efa25bff37a934011c6d65c,3,3,1,1
5efa25bff37a934011c6d661,3,3,1,1
5efa25bff37a934011c6d662,5,3,0,0
5efa25bff37a934011c6d663,3,3,1,1
5efa25bff37a934011c6d664,3,3,1,1
5efa25bff37a934011c6d665,3,3,1,1
5efa25bff37a934011c6d666,3,3,1,1
5efa25bff37a934011c6d667,3,3,1,1
5efa25bff37a934011c6d668,1,1,1,1
5efa25bff37a934011c6d669,3,3,1,1
5efa25bff37a934011c6d66a,5,3,0,0
5efa25bff37a934011c6d66b,2,2,1,1
5efa25bff37a934011c6d66c,3,3,1,1
5efa25bff37a934011c6d66d,2,2,1,1
5efa25bff37a934011c6d66e,3,3,1,1
5efa25bff37a934011c6d66f,3,3,1,1
5efa25bff37a934011c6d670,1,1,1,1
5efa25bff37a934011c6d671,3,3,1,1
5efa25bff37a934011c6d672,3,3,1,1
5efa25bff37a934011c6d673,5,3,0,0
5efa25bff37a934011c6d674,2,2,1,1
5efa25bff37a934011c6d675,3,3,1,1
5efa25bff37a934011c6d677,1,1,1,1
5efa25bff37a934011c6d678,5,3,0,0
5efa25bff37a934011c6d679,3,3,1,1
5efa25bff37a934011c6d67a,3,3,1,1
5efa25bff37a934011c6d67b,3,3,1,1
5efa25bff37a934011c6d67c,1,1,1,1
5efa25bff37a934011c6d67d,3,3,1,1
5efa25bff37a934011c6d67e,4,2,0,0
5efa25bff37a934011c6d67f,3,3,1,1
5efa25bff37a934011c6d680,1,1,1,1
5efa25bff37a934011c6d681,3,3,1,1
5efa25bff37a934011c6d683,3,3,1,1
5efa25bff37a934011c6d684,4,3,0,1
5efa25bff37a934011c6d685,5,3,0,0
5efa25bff37a934011c6d686,5,3,0,0
5f037f9d39d3670c585fe2f0,3,3,1,1
5f037f9d39d3670c585fe2f1,1,1,1,1
5f037f9d39d3670c585fe2f2,3,3,1,1
5f037f9d39d3670c585fe2f3,3,3,1,1
5f037f9d39d3670c585fe2f4,3,3,1,1
5f037f9d39d3670c585fe2f5,3,3,1,1
5f037f9d39d3670c585fe2f6,1,1,1,1
5f037f9d39d3670c585fe2f7,1,1,1,1
5f037f9d39d3670c585fe2f8,3,3,1,1
5f037f9d39d3670c585fe2f9,5,3,0,0
5f037f9d39d3670c585fe2fa,3,3,1,1
5f037f9d39d3670c585fe2fb,1,1,1,1
5f037f9d39d3670c585fe2fc,3,3,1,1
5f037f9d39d3670c585fe2fd,1,1,1,1
5f037f9d39d3670c585fe2fe,3,3,1,1
5f037f9d39d3670c585fe2ff,3,3,1,1
5f037f9d39d3670c585fe300,5,3,0,0
5f037f9d39d3670c585fe301,1,1,1,1
5f037f9d39d3670c585fe302,3,3,1,1
5f037f9d39d3670c585fe303,3,3,1,1
5f037f9d39d3670c585fe304,1,1,1,1
5f037f9d39d3670c585fe305,5,3,0,0
5f037f9d39d3670c585fe306,2,2,1,1
5f037f9d39d3670c585fe307,3,3,1,1
5f037f9d39d3670c585fe308,4,2,0,0
5f037f9d39d3670c585fe309,2,2,1,1
5f037f9d39d3670c585fe30a,3,3,1,1
5f037f9d39d3670c585fe30c,1,1,1,1
5f037f9d39d3670c585fe30d,3,3,1,1
5f037f9d39d3670c585fe30e,3,3,1,1
5f037f9d39d3670c585fe30f,3,3,1,1
5f037f9d39d3670c585fe310,3,3,1,1
5f037f9d39d3670c585fe311,3,3,1,1
5f037f9d39d3670c585fe312,5,3,0,0
5f037f9d39d3670c585fe313,3,3,1,1
5f037f9d39d3670c585fe314,5,3,0,0
5f037f9d39d3670c585fe315,3,3,1,1
5f037f9d39d3670c585fe316,5,3,0,0
5f037f9d39d3670c585fe317,1,1,1,1
5f037f9d39d3670c585fe318,5,3,0,0
5f037f9d39d3670c585fe319,3,3,1,1
5f037f9d39d3670c585fe31a,2,2,1,1
5f037f9d39d3670c585fe31b,3,3,1,1
5f037f9d39d3670c585fe31c,3,3,1,1
5f037f9d39d3670c585fe31d,3,3,1,1
5f037f9d39d3670c585fe31e,2,2,1,1
5f037f9d39d3670c585fe31f,1,1,1,1
5f037f9d39d3670c585fe320,2,2,1,1
5f037f9d39d3670c585fe321,1,1,1,1
5f037f9d39d3670c585fe322,1,1,1,1
5f037f9d39d3670c585fe323,3,3,1,1
5f037f9d39d3670c585fe324,3,3,1,1
5f037f9d39d3670c585fe325,3,3,1,1
5f037f9d39d3670c585fe326,1,1,1,1
5f037f9d39d3670c585fe329,1,1,1,1
5f037f9d39d3670c585fe32a,1,1,1,1
5f037f9d39d3670c585fe32b,3,3,1,1
5f037f9d39d3670c585fe32c,3,3,1,1
5f037f9d39d3670c585fe32d,3,3,1,1
5f037f9d39d3670c585fe32e,2,2,1,1
5f037f9d39d3670c585fe32f,3,3,1,1
5f037f9d39d3670c585fe330,1,1,1,1
5f037f9d39d3670c585fe331,3,3,1,1
5f037f9d39d3670c585fe332,1,1,1,1
5f037f9d39d3670c585fe333,3,3,1,1
5f037f9d39d3670c585fe334,3,3,1,1
5f037f9d39d3670c585fe335,3,3,1,1
5f037f9d39d3670c585fe336,1,1,1,1
5f037f9d39d3670c585fe337,3,3,1,1
5f037f9d39d3670c585fe338,1,1,1,1
5f037f9d39d3670c585fe339,1,1,1,1
5f037f9d39d3670c585fe33a,3,3,1,1
5f037f9d39d3670c585fe33c,3,3,1,1
5f037f9d39d3670c585fe33d,1,1,1,1
